date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:23:57	63122/63122	---M-Z	200	added ('OK')	text/html	etag:%22f692-5d8bfda368998-gzip%22	https://coderthemes.com/adminto/layouts/ui-images.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/ui-images.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:23:57	73105/73105	---M-Z	200	added ('OK')	text/html	etag:%2211d91-5d8bfda3679f9-gzip%22	https://coderthemes.com/adminto/layouts/ui-carousel.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/ui-carousel.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:23:58	60179/60179	---M-Z	200	added ('OK')	text/html	etag:%22eb13-5d8bfda369938-gzip%22	https://coderthemes.com/adminto/layouts/ui-video.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/ui-video.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:23:58	102326/102326	---M-Z	200	added ('OK')	text/html	etag:%2218fb6-5d8bfda3679f9-gzip%22	https://coderthemes.com/adminto/layouts/ui-dropdowns.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/ui-dropdowns.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:23:58	74913/74913	---M-Z	200	added ('OK')	text/html	etag:%22124a1-5d8bfda368998-gzip%22	https://coderthemes.com/adminto/layouts/ui-tooltips-popovers.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/ui-tooltips-popovers.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:23:59	87043/87043	---M-Z	200	added ('OK')	text/html	etag:%2215403-5d8bfda3679f9-gzip%22	https://coderthemes.com/adminto/layouts/ui-general.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/ui-general.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:23:59	87225/87225	---M-Z	200	added ('OK')	text/html	etag:%22154b9-5d8bfda368998-gzip%22	https://coderthemes.com/adminto/layouts/ui-typography.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/ui-typography.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:23:59	74489/74489	---M-Z	200	added ('OK')	text/html	etag:%22122f9-5d8bfda3679f9-gzip%22	https://coderthemes.com/adminto/layouts/ui-grid.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/ui-grid.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:00	109299/109299	---M-Z	200	added ('OK')	text/html	etag:%221aaf3-5d8bfda369938-gzip%22	https://coderthemes.com/adminto/layouts/widgets.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/widgets.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:00	68428/68428	---M-Z	200	added ('OK')	text/html	etag:%2210b4c-5d8bfda363b79-gzip%22	https://coderthemes.com/adminto/layouts/extended-range-slider.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/extended-range-slider.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:01	65176/65176	---M-Z	200	added ('OK')	text/html	etag:%22fe98-5d8bfda363b79-gzip%22	https://coderthemes.com/adminto/layouts/extended-sweet-alert.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/extended-sweet-alert.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:01	63441/63441	---M-Z	200	added ('OK')	text/html	etag:%22f7d1-5d8bfda363b79-gzip%22	https://coderthemes.com/adminto/layouts/extended-draggable-cards.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/extended-draggable-cards.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:02	62887/62887	---M-Z	200	added ('OK')	text/html	etag:%22f5a7-5d8bfda363b79-gzip%22	https://coderthemes.com/adminto/layouts/extended-tour.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/extended-tour.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:03	73867/73867	---M-Z	200	added ('OK')	text/html	etag:%221208b-5d8bfda363b79-gzip%22	https://coderthemes.com/adminto/layouts/extended-notification.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/extended-notification.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:03	73275/73275	---M-Z	200	added ('OK')	text/html	etag:%2211e3b-5d8bfda364b19-gzip%22	https://coderthemes.com/adminto/layouts/extended-treeview.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/extended-treeview.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:04	118540/118540	---M-Z	200	added ('OK')	text/html	etag:%221cf0c-5d8bfda365ab9-gzip%22	https://coderthemes.com/adminto/layouts/icons-feather.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/icons-feather.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:04	62733/62733	---M-Z	200	added ('OK')	text/html	etag:%22f50d-5d8bfda365ab9-gzip%22	https://coderthemes.com/adminto/layouts/icons-mdi.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/icons-mdi.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:05	105203/105203	---M-Z	200	added ('OK')	text/html	etag:%2219af3-5d8bfda364b19-gzip%22	https://coderthemes.com/adminto/layouts/icons-dripicons.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/icons-dripicons.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:05	58914/58914	---M-Z	200	added ('OK')	text/html	etag:%22e622-5d8bfda365ab9-gzip%22	https://coderthemes.com/adminto/layouts/icons-font-awesome.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/icons-font-awesome.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:06	138902/138902	---M-Z	200	added ('OK')	text/html	etag:%2221e96-5d8bfda365ab9-gzip%22	https://coderthemes.com/adminto/layouts/icons-themify.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/icons-themify.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:07	120640/120640	---M-Z	200	added ('OK')	text/html	etag:%221d740-5d8bfda364b19-gzip%22	https://coderthemes.com/adminto/layouts/forms-elements.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/forms-elements.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:07	106396/106396	---M-Z	200	added ('OK')	text/html	etag:%2219f9c-5d8bfda364b19-gzip%22	https://coderthemes.com/adminto/layouts/forms-advanced.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/forms-advanced.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:08	92486/92486	---M-Z	200	added ('OK')	text/html	etag:%2216946-5d8bfda364b19-gzip%22	https://coderthemes.com/adminto/layouts/forms-validation.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/forms-validation.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:08	98395/98395	---M-Z	200	added ('OK')	text/html	etag:%221805b-5d8bfda364b19-gzip%22	https://coderthemes.com/adminto/layouts/forms-wizard.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/forms-wizard.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:09	60868/60868	---M-Z	200	added ('OK')	text/html	etag:%22edc4-5d8bfda364b19-gzip%22	https://coderthemes.com/adminto/layouts/forms-quilljs.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/forms-quilljs.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:09	73938/73938	---M-Z	200	added ('OK')	text/html	etag:%22120d2-5d8bfda364b19-gzip%22	https://coderthemes.com/adminto/layouts/forms-pickers.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/forms-pickers.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:10	63213/63213	---M-Z	200	added ('OK')	text/html	etag:%22f6ed-5d8bfda364b19-gzip%22	https://coderthemes.com/adminto/layouts/forms-file-uploads.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/forms-file-uploads.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:10	61869/61869	---M-Z	200	added ('OK')	text/html	etag:%22f1ad-5d8bfda364b19-gzip%22	https://coderthemes.com/adminto/layouts/forms-x-editable.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/forms-x-editable.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:10	112846/112846	---M-Z	200	added ('OK')	text/html	etag:%221b8ce-5d8bfda366a59-gzip%22	https://coderthemes.com/adminto/layouts/tables-basic.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/tables-basic.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:11	211558/211558	---M-Z	200	added ('OK')	text/html	etag:%2233a66-5d8bfda366a59-gzip%22	https://coderthemes.com/adminto/layouts/tables-datatables.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/tables-datatables.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:11	73451/73451	---M-Z	200	added ('OK')	text/html	etag:%2211eeb-5d8bfda366a59-gzip%22	https://coderthemes.com/adminto/layouts/tables-editable.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/tables-editable.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:12	90145/90145	---M-Z	200	added ('OK')	text/html	etag:%2216021-5d8bfda366a59-gzip%22	https://coderthemes.com/adminto/layouts/tables-responsive.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/tables-responsive.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:12	96851/96851	---M-Z	200	added ('OK')	text/html	etag:%2217a53-5d8bfda3679f9-gzip%22	https://coderthemes.com/adminto/layouts/tables-tablesaw.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/tables-tablesaw.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:13	69350/69350	---M-Z	200	added ('OK')	text/html	etag:%2210ee6-5d8bfda362bd9-gzip%22	https://coderthemes.com/adminto/layouts/charts-flot.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/charts-flot.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:13	74124/74124	---M-Z	200	added ('OK')	text/html	etag:%221218c-5d8bfda363b79-gzip%22	https://coderthemes.com/adminto/layouts/charts-morris.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/charts-morris.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:13	67989/67989	---M-Z	200	added ('OK')	text/html	etag:%2210995-5d8bfda362bd9-gzip%22	https://coderthemes.com/adminto/layouts/charts-chartjs.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/charts-chartjs.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:14	98185/98185	---M-Z	200	added ('OK')	text/html	etag:%2217f89-5d8bfda362bd9-gzip%22	https://coderthemes.com/adminto/layouts/charts-chartist.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/charts-chartist.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:14	106229/106229	---M-Z	200	added ('OK')	text/html	etag:%2219ef5-5d8bfda363b79-gzip%22	https://coderthemes.com/adminto/layouts/charts-sparklines.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/charts-sparklines.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:15	59327/59327	---M-Z	200	added ('OK')	text/html	etag:%22e7bf-5d8bfda365ab9-gzip%22	https://coderthemes.com/adminto/layouts/maps-google.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/maps-google.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:16	61378/61378	---M-Z	200	added ('OK')	text/html	etag:%22efc2-5d8bfda365ab9-gzip%22	https://coderthemes.com/adminto/layouts/maps-vector.html	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/maps-vector.html	(from https://coderthemes.com/adminto/layouts/index.html)
22:24:16	4499/4499	---M--	200	added ('OK')	image/jpeg	etag:%221193-5d60002d223f9%22	https://coderthemes.com/adminto/layouts/assets/images/users/user-3.jpg	E:/xammp/htdocs/THEMES/adminto/coderthemes.com/adminto/layouts/assets/images/users/user-3.jpg	(from https://coderthemes.com/adminto/layouts/index.html)
